Cell Name	Cluster number	cluster_label	sample_detail	sample	cell_id	CD8_cluster	patient	response
G9_P1_M15	9	Exhausted_HS_CD8T	Post_P1	Post_P1	G9_P1_M15	CD8_G	P1	R
G9_P5_M15	8	Cytotoxicity	Post_P1	Post_P1	G9_P5_M15	CD8_G	P1	R
H10_P4_M15	11	Lymphocytes_cell_cycle	Post_P1	Post_P1	H10_P4_M15	CD8_B	P1	R
H11_P3_M15	5	Lymphocytes	Post_P1	Post_P1	H11_P3_M15	CD8_G	P1	R
H12_P1_M15	5	Lymphocytes	Post_P1	Post_P1	H12_P1_M15	CD8_G	P1	R
H12_P2_M15	9	Exhausted_HS_CD8T	Post_P1	Post_P1	H12_P2_M15	CD8_G	P1	R
H1_P2_M15	9	Exhausted_HS_CD8T	Post_P1	Post_P1	H1_P2_M15	CD8_G	P1	R
H1_P4_M15	8	Cytotoxicity	Post_P1	Post_P1	H1_P4_M15	CD8_G	P1	R
H1_P6_M15	6	Exhausted_CD8T	Post_P1	Post_P1	H1_P6_M15	CD8_B	P1	R
H4_P6_M15	11	Lymphocytes_cell_cycle	Post_P1	Post_P1	H4_P6_M15	CD8_B	P1	R
H5_P1_M15	6	Exhausted_CD8T	Post_P1	Post_P1	H5_P1_M15	CD8_B	P1	R
H6_P1_M15	9	Exhausted_HS_CD8T	Post_P1	Post_P1	H6_P1_M15	CD8_G	P1	R
H6_P3_M15	9	Exhausted_HS_CD8T	Post_P1	Post_P1	H6_P3_M15	CD8_G	P1	R
H6_P6_M15	5	Lymphocytes	Post_P1	Post_P1	H6_P6_M15	CD8_G	P1	R
H7_P2_M15	11	Lymphocytes_cell_cycle	Post_P1	Post_P1	H7_P2_M15	CD8_B	P1	R
H7_P6_M15	9	Exhausted_HS_CD8T	Post_P1	Post_P1	H7_P6_M15	CD8_B	P1	R
H8_P1_M15	9	Exhausted_HS_CD8T	Post_P1	Post_P1	H8_P1_M15	CD8_B	P1	R
H9_P1_M15	9	Exhausted_HS_CD8T	Post_P1	Post_P1	H9_P1_M15	CD8_B	P1	R
H9_P6_M15	5	Lymphocytes	Post_P1	Post_P1	H9_P6_M15	CD8_G	P1	R
A10_P1_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	A10_P1_M55_L001	CD8_B	P1	NR
A10_P3_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	A10_P3_M55_L001	CD8_G	P1	NR
A10_P4_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	A10_P4_M55_L001	CD8_G	P1	NR
A11_P1_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	A11_P1_M55_L001	CD8_B	P1	NR
A11_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A11_P2_M55_L001	CD8_B	P1	NR
A11_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	A11_P3_M55_L001	CD8_B	P1	NR
A11_P4_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	A11_P4_M55_L001	CD8_B	P1	NR
A12_P2_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	A12_P2_M55_L001	CD8_G	P1	NR
A2_P1_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	A2_P1_M55_L001	CD8_B	P1	NR
A2_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	A2_P4_M55_L001	CD8_B	P1	NR
A3_P1_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	A3_P1_M55_L001	CD8_B	P1	NR
A3_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A3_P4_M55_L001	CD8_B	P1	NR
A4_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A4_P2_M55_L001	CD8_B	P1	NR
A4_P3_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	A4_P3_M55_L001	CD8_G	P1	NR
A4_P4_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	A4_P4_M55_L001	CD8_G	P1	NR
A5_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A5_P1_M55_L001	CD8_B	P1	NR
A5_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A5_P2_M55_L001	CD8_B	P1	NR
A5_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A5_P3_M55_L001	CD8_B	P1	NR
A5_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	A5_P4_M55_L001	CD8_B	P1	NR
A6_P1_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	A6_P1_M55_L001	CD8_B	P1	NR
A6_P3_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	A6_P3_M55_L001	CD8_G	P1	NR
A6_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A6_P4_M55_L001	CD8_B	P1	NR
A7_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A7_P1_M55_L001	CD8_B	P1	NR
A7_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A7_P2_M55_L001	CD8_B	P1	NR
A7_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	A7_P3_M55_L001	CD8_G	P1	NR
A7_P4_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	A7_P4_M55_L001	CD8_G	P1	NR
A8_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A8_P2_M55_L001	CD8_B	P1	NR
A8_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	A8_P3_M55_L001	CD8_G	P1	NR
A8_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	A8_P4_M55_L001	CD8_B	P1	NR
A9_P1_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	A9_P1_M55_L001	CD8_G	P1	NR
A9_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	A9_P3_M55_L001	CD8_G	P1	NR
A9_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	A9_P4_M55_L001	CD8_B	P1	NR
B10_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B10_P1_M55_L001	CD8_B	P1	NR
B10_P3_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	B10_P3_M55_L001	CD8_B	P1	NR
B11_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B11_P2_M55_L001	CD8_B	P1	NR
B12_P1_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	B12_P1_M55_L001	CD8_G	P1	NR
B12_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B12_P2_M55_L001	CD8_B	P1	NR
B1_P2_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	B1_P2_M55_L001	CD8_B	P1	NR
B1_P4_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	B1_P4_M55_L001	CD8_G	P1	NR
B2_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B2_P2_M55_L001	CD8_B	P1	NR
B3_P1_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	B3_P1_M55_L001	CD8_B	P1	NR
B3_P3_M55_L001	5	Lymphocytes	Post_P1_2	Post_P1_2	B3_P3_M55_L001	CD8_G	P1	NR
B4_P1_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	B4_P1_M55_L001	CD8_G	P1	NR
B4_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B4_P2_M55_L001	CD8_B	P1	NR
B4_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	B4_P3_M55_L001	CD8_B	P1	NR
B4_P4_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	B4_P4_M55_L001	CD8_G	P1	NR
B5_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B5_P2_M55_L001	CD8_B	P1	NR
B5_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B5_P3_M55_L001	CD8_B	P1	NR
B5_P4_M55_L001	2	Plasma_cells	Post_P1_2	Post_P1_2	B5_P4_M55_L001	CD8_G	P1	NR
B6_P1_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	B6_P1_M55_L001	CD8_B	P1	NR
B6_P2_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	B6_P2_M55_L001	CD8_G	P1	NR
B6_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	B6_P3_M55_L001	CD8_G	P1	NR
B7_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B7_P1_M55_L001	CD8_B	P1	NR
B7_P2_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	B7_P2_M55_L001	CD8_B	P1	NR
B7_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B7_P3_M55_L001	CD8_B	P1	NR
B7_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B7_P4_M55_L001	CD8_B	P1	NR
B8_P2_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	B8_P2_M55_L001	CD8_G	P1	NR
B8_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	B8_P3_M55_L001	CD8_G	P1	NR
B8_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B8_P4_M55_L001	CD8_B	P1	NR
B9_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B9_P1_M55_L001	CD8_B	P1	NR
B9_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	B9_P4_M55_L001	CD8_B	P1	NR
C10_P1_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	C10_P1_M55_L001	CD8_B	P1	NR
C10_P4_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	C10_P4_M55_L001	CD8_G	P1	NR
C11_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	C11_P3_M55_L001	CD8_B	P1	NR
C12_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	C12_P2_M55_L001	CD8_B	P1	NR
C12_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	C12_P3_M55_L001	CD8_B	P1	NR
C1_P2_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	C1_P2_M55_L001	CD8_G	P1	NR
C1_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	C1_P3_M55_L001	CD8_B	P1	NR
C1_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	C1_P4_M55_L001	CD8_B	P1	NR
C2_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	C2_P4_M55_L001	CD8_B	P1	NR
C3_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	C3_P3_M55_L001	CD8_B	P1	NR
C4_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	C4_P2_M55_L001	CD8_B	P1	NR
C5_P1_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	C5_P1_M55_L001	CD8_B	P1	NR
C5_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	C5_P3_M55_L001	CD8_B	P1	NR
C6_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	C6_P2_M55_L001	CD8_B	P1	NR
C6_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	C6_P3_M55_L001	CD8_G	P1	NR
C7_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	C7_P1_M55_L001	CD8_B	P1	NR
C7_P2_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	C7_P2_M55_L001	CD8_B	P1	NR
C7_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	C7_P3_M55_L001	CD8_G	P1	NR
C8_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	C8_P4_M55_L001	CD8_B	P1	NR
C9_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	C9_P4_M55_L001	CD8_B	P1	NR
D11_P1_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	D11_P1_M55_L001	CD8_B	P1	NR
D11_P2_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	D11_P2_M55_L001	CD8_B	P1	NR
D11_P3_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	D11_P3_M55_L001	CD8_B	P1	NR
D12_P4_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	D12_P4_M55_L001	CD8_G	P1	NR
D1_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D1_P1_M55_L001	CD8_G	P1	NR
D1_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D1_P2_M55_L001	CD8_B	P1	NR
D1_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D1_P3_M55_L001	CD8_B	P1	NR
D1_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D1_P4_M55_L001	CD8_B	P1	NR
D2_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D2_P1_M55_L001	CD8_B	P1	NR
D2_P2_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	D2_P2_M55_L001	CD8_B	P1	NR
D2_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	D2_P3_M55_L001	CD8_B	P1	NR
D2_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D2_P4_M55_L001	CD8_B	P1	NR
D3_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D3_P2_M55_L001	CD8_B	P1	NR
D3_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	D3_P3_M55_L001	CD8_G	P1	NR
D4_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D4_P3_M55_L001	CD8_B	P1	NR
D4_P4_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	D4_P4_M55_L001	CD8_B	P1	NR
D5_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D5_P2_M55_L001	CD8_B	P1	NR
D5_P3_M55_L001	5	Lymphocytes	Post_P1_2	Post_P1_2	D5_P3_M55_L001	CD8_G	P1	NR
D7_P1_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	D7_P1_M55_L001	CD8_B	P1	NR
D7_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	D7_P3_M55_L001	CD8_B	P1	NR
D7_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D7_P4_M55_L001	CD8_B	P1	NR
D8_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D8_P1_M55_L001	CD8_B	P1	NR
D8_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	D8_P3_M55_L001	CD8_B	P1	NR
D8_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	D8_P4_M55_L001	CD8_B	P1	NR
D9_P4_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	D9_P4_M55_L001	CD8_B	P1	NR
E10_P1_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	E10_P1_M55_L001	CD8_G	P1	NR
E10_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	E10_P3_M55_L001	CD8_G	P1	NR
E11_P1_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	E11_P1_M55_L001	CD8_B	P1	NR
E12_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E12_P1_M55_L001	CD8_B	P1	NR
E12_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E12_P3_M55_L001	CD8_B	P1	NR
E12_P4_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	E12_P4_M55_L001	CD8_G	P1	NR
E1_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E1_P4_M55_L001	CD8_B	P1	NR
E2_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E2_P2_M55_L001	CD8_B	P1	NR
E2_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E2_P3_M55_L001	CD8_B	P1	NR
E3_P2_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	E3_P2_M55_L001	CD8_B	P1	NR
E3_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E3_P4_M55_L001	CD8_B	P1	NR
E4_P1_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	E4_P1_M55_L001	CD8_G	P1	NR
E4_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E4_P2_M55_L001	CD8_B	P1	NR
E5_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	E5_P4_M55_L001	CD8_B	P1	NR
E6_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E6_P2_M55_L001	CD8_B	P1	NR
E7_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E7_P1_M55_L001	CD8_B	P1	NR
E7_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	E7_P3_M55_L001	CD8_G	P1	NR
E8_P1_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	E8_P1_M55_L001	CD8_G	P1	NR
E8_P2_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	E8_P2_M55_L001	CD8_G	P1	NR
E9_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	E9_P3_M55_L001	CD8_B	P1	NR
E9_P4_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	E9_P4_M55_L001	CD8_G	P1	NR
F10_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F10_P1_M55_L001	CD8_B	P1	NR
F10_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F10_P2_M55_L001	CD8_B	P1	NR
F10_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	F10_P4_M55_L001	CD8_B	P1	NR
F11_P1_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	F11_P1_M55_L001	CD8_G	P1	NR
F11_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F11_P2_M55_L001	CD8_B	P1	NR
F12_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F12_P2_M55_L001	CD8_B	P1	NR
F12_P3_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	F12_P3_M55_L001	CD8_B	P1	NR
F1_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F1_P3_M55_L001	CD8_G	P1	NR
F1_P4_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	F1_P4_M55_L001	CD8_G	P1	NR
F3_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F3_P2_M55_L001	CD8_B	P1	NR
F5_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F5_P2_M55_L001	CD8_B	P1	NR
F7_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F7_P1_M55_L001	CD8_B	P1	NR
F8_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	F8_P2_M55_L001	CD8_B	P1	NR
F8_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	F8_P3_M55_L001	CD8_B	P1	NR
F9_P1_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	F9_P1_M55_L001	CD8_B	P1	NR
G10_P3_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	G10_P3_M55_L001	CD8_B	P1	NR
G10_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G10_P4_M55_L001	CD8_G	P1	NR
G12_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G12_P1_M55_L001	CD8_B	P1	NR
G1_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G1_P3_M55_L001	CD8_B	P1	NR
G2_P2_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	G2_P2_M55_L001	CD8_G	P1	NR
G3_P1_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	G3_P1_M55_L001	CD8_G	P1	NR
G3_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G3_P4_M55_L001	CD8_B	P1	NR
G4_P1_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	G4_P1_M55_L001	CD8_G	P1	NR
G4_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G4_P2_M55_L001	CD8_B	P1	NR
G4_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	G4_P3_M55_L001	CD8_B	P1	NR
G5_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G5_P2_M55_L001	CD8_B	P1	NR
G5_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	G5_P3_M55_L001	CD8_G	P1	NR
G6_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G6_P1_M55_L001	CD8_B	P1	NR
G6_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G6_P2_M55_L001	CD8_B	P1	NR
G6_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G6_P4_M55_L001	CD8_B	P1	NR
G7_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G7_P1_M55_L001	CD8_B	P1	NR
G7_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	G7_P3_M55_L001	CD8_G	P1	NR
G8_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G8_P1_M55_L001	CD8_B	P1	NR
G8_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G8_P2_M55_L001	CD8_B	P1	NR
G8_P3_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	G8_P3_M55_L001	CD8_B	P1	NR
G8_P4_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	G8_P4_M55_L001	CD8_G	P1	NR
G9_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G9_P1_M55_L001	CD8_B	P1	NR
G9_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	G9_P2_M55_L001	CD8_B	P1	NR
G9_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	G9_P3_M55_L001	CD8_B	P1	NR
G9_P4_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	G9_P4_M55_L001	CD8_B	P1	NR
H10_P1_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	H10_P1_M55_L001	CD8_B	P1	NR
H10_P4_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	H10_P4_M55_L001	CD8_G	P1	NR
H11_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H11_P1_M55_L001	CD8_G	P1	NR
H11_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H11_P3_M55_L001	CD8_B	P1	NR
H12_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H12_P3_M55_L001	CD8_B	P1	NR
H1_P1_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	H1_P1_M55_L001	CD8_G	P1	NR
H1_P2_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	H1_P2_M55_L001	CD8_B	P1	NR
H1_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H1_P4_M55_L001	CD8_B	P1	NR
H2_P1_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	H2_P1_M55_L001	CD8_B	P1	NR
H2_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H2_P2_M55_L001	CD8_B	P1	NR
H2_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	H2_P4_M55_L001	CD8_B	P1	NR
H3_P1_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	H3_P1_M55_L001	CD8_B	P1	NR
H3_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H3_P4_M55_L001	CD8_B	P1	NR
H4_P3_M55_L001	10	memory_T	Post_P1_2	Post_P1_2	H4_P3_M55_L001	CD8_G	P1	NR
H5_P1_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	H5_P1_M55_L001	CD8_B	P1	NR
H5_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H5_P2_M55_L001	CD8_B	P1	NR
H5_P3_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H5_P3_M55_L001	CD8_B	P1	NR
H6_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H6_P1_M55_L001	CD8_B	P1	NR
H6_P2_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H6_P2_M55_L001	CD8_B	P1	NR
H7_P4_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	H7_P4_M55_L001	CD8_G	P1	NR
H8_P1_M55_L001	5	Lymphocytes	Post_P1_2	Post_P1_2	H8_P1_M55_L001	CD8_G	P1	NR
H8_P3_M55_L001	9	Exhausted_HS_CD8T	Post_P1_2	Post_P1_2	H8_P3_M55_L001	CD8_B	P1	NR
H8_P4_M55_L001	11	Lymphocytes_cell_cycle	Post_P1_2	Post_P1_2	H8_P4_M55_L001	CD8_B	P1	NR
H9_P1_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H9_P1_M55_L001	CD8_B	P1	NR
H9_P3_M55_L001	8	Cytotoxicity	Post_P1_2	Post_P1_2	H9_P3_M55_L001	CD8_B	P1	NR
H9_P4_M55_L001	6	Exhausted_CD8T	Post_P1_2	Post_P1_2	H9_P4_M55_L001	CD8_B	P1	NR
A10_P3_M34	11	Lymphocytes_cell_cycle	Pre_P2	Pre_P2	A10_P3_M34	CD8_B	P2	NR
A11_P4_M34	11	Lymphocytes_cell_cycle	Pre_P2	Pre_P2	A11_P4_M34	CD8_B	P2	NR
A12_P2_M34	9	Exhausted_HS_CD8T	Pre_P2	Pre_P2	A12_P2_M34	CD8_B	P2	NR
A12_P3_M34	6	Exhausted_CD8T	Pre_P2	Pre_P2	A12_P3_M34	CD8_B	P2	NR
A12_P4_M34	6	Exhausted_CD8T	Pre_P2	Pre_P2	A12_P4_M34	CD8_B	P2	NR
